participant_id,program,age_group,community,early_engagement,mid_engagement,late_engagement,engagement_slope,engagement_volatility,trajectory_label,reversal_risk_label,early_warning_label,baseline_habit_strength,convenience,social_norm,environmental_fit,motivation,competing_demands,habit_persistence,feedback_visibility,incentive_strength,support_quality,life_event_week,trajectory_cluster
621,healthy_eating,41-60,suburban,0.734,0.783,0.495,-0.0136,0.119,faded,1,0,0.439,0.41,0.695,0.6,0.533,0.184,0.778,0.566,0.463,0.576,10,2
622,fitness,41-60,urban,0.77,0.746,0.55,-0.0124,0.096,faded,1,0,0.574,0.917,0.292,0.537,0.871,0.39,0.89,0.195,0.885,0.083,0,2
623,healthy_eating,26-40,urban,0.751,0.792,0.57,-0.0099,0.096,sustained,0,0,0.48,0.668,0.594,0.744,0.75,0.329,0.659,0.439,0.505,0.368,0,3
624,fitness,26-40,suburban,0.879,0.826,0.643,-0.013,0.092,sustained,0,0,0.981,0.876,0.788,0.768,0.584,0.52,0.805,0.519,0.676,0.59,18,0
625,healthy_eating,41-60,suburban,0.8,0.774,0.589,-0.0124,0.091,sustained,0,0,0.74,0.78,0.378,0.593,0.344,0.766,0.273,0.368,0.94,0.749,0,2
626,recycling,26-40,suburban,0.622,0.63,0.321,-0.0173,0.135,reverted,1,0,0.39,0.345,0.395,0.371,0.606,0.78,0.602,0.785,0.606,0.521,0,1
627,digital_wellbeing,60+,urban,0.589,0.62,0.454,-0.0083,0.085,inconsistent,0,0,0.294,0.832,0.107,0.695,0.495,0.892,0.72,0.334,0.528,0.259,0,3
628,fitness,18-25,urban,0.796,0.744,0.595,-0.0115,0.083,sustained,0,0,0.796,0.451,0.943,0.682,0.293,0.563,0.688,0.15,0.904,0.795,0,2
629,public_transport,41-60,urban,0.78,0.836,0.519,-0.0154,0.134,faded,1,0,0.449,0.652,0.846,0.246,0.613,0.026,0.633,0.678,0.735,0.523,13,2
630,digital_wellbeing,26-40,urban,0.745,0.753,0.494,-0.0147,0.114,faded,1,0,0.547,0.511,0.846,0.257,0.372,0.655,0.348,0.552,0.699,0.24,12,2
631,fitness,41-60,rural,0.828,0.838,0.661,-0.0101,0.083,sustained,0,0,0.657,0.649,0.642,0.807,0.206,0.259,0.36,0.658,0.761,0.481,11,0
632,public_transport,41-60,urban,0.66,0.57,0.322,-0.0194,0.136,reverted,1,1,0.861,0.411,0.133,0.578,0.164,0.22,0.692,0.32,0.31,0.285,0,1
633,public_transport,18-25,urban,0.897,0.857,0.699,-0.0111,0.078,sustained,0,0,0.933,0.795,0.339,0.683,0.72,0.154,0.73,0.778,0.831,0.707,0,0
634,public_transport,41-60,urban,0.663,0.762,0.525,-0.0078,0.105,inconsistent,0,0,0.259,0.655,0.946,0.268,0.755,0.912,0.925,0.842,0.382,0.794,0,3
635,recycling,60+,suburban,0.64,0.742,0.596,-0.0028,0.082,sustained,0,0,0.192,0.627,0.739,0.498,0.163,0.451,0.632,0.589,0.356,0.393,0,3
636,digital_wellbeing,18-25,suburban,0.721,0.826,0.666,-0.0034,0.082,sustained,0,0,0.286,0.594,0.46,0.692,0.405,0.476,0.174,0.806,0.524,0.588,0,0
637,fitness,41-60,urban,0.729,0.635,0.365,-0.0205,0.143,reverted,1,1,0.792,0.663,0.193,0.647,0.258,0.785,0.535,0.084,0.698,0.691,0,1
638,healthy_eating,26-40,suburban,0.829,0.904,0.715,-0.0062,0.081,sustained,0,0,0.526,0.613,0.631,0.933,0.915,0.138,0.222,0.485,0.529,0.431,0,0
639,digital_wellbeing,41-60,urban,0.756,0.666,0.413,-0.0197,0.138,reverted,1,1,0.813,0.394,0.014,0.749,0.671,0.401,0.72,0.097,0.688,0.7,15,1
640,public_transport,26-40,rural,0.498,0.52,0.224,-0.0162,0.127,inconsistent,0,0,0.333,0.313,0.314,0.448,0.472,0.611,0.77,0.686,0.382,0.103,0,1
641,digital_wellbeing,60+,urban,0.861,0.857,0.725,-0.0079,0.062,sustained,0,0,0.744,0.826,0.582,0.698,0.544,0.629,0.4,0.754,0.673,0.808,0,0
642,digital_wellbeing,26-40,urban,0.673,0.739,0.514,-0.0098,0.104,inconsistent,0,0,0.263,0.658,0.22,0.415,0.738,0.562,0.786,0.247,0.585,0.851,13,3
643,digital_wellbeing,41-60,urban,0.877,0.844,0.742,-0.0076,0.054,sustained,0,0,0.932,0.829,0.458,0.746,0.713,0.708,0.664,0.506,0.492,0.359,0,0
644,recycling,41-60,suburban,0.785,0.873,0.791,0.0001,0.063,sustained,0,0,0.386,0.679,0.554,0.469,0.771,0.526,0.614,0.681,0.707,0.88,0,0
645,public_transport,41-60,suburban,0.769,0.747,0.63,-0.0078,0.06,sustained,0,0,0.7,0.734,0.308,0.873,0.758,0.737,0.358,0.128,0.634,0.437,0,0
646,public_transport,26-40,suburban,0.673,0.764,0.643,-0.002,0.073,sustained,0,0,0.247,0.617,0.654,0.858,0.649,0.464,0.883,0.25,0.756,0.527,0,3
647,public_transport,60+,suburban,0.708,0.706,0.439,-0.0153,0.119,faded,1,0,0.49,0.394,0.248,0.545,0.557,0.202,0.664,0.194,0.77,0.454,0,2
648,healthy_eating,18-25,rural,0.837,0.844,0.628,-0.0118,0.094,sustained,0,0,0.689,0.756,0.503,0.492,0.857,0.369,0.469,0.382,0.485,0.653,0,0
649,digital_wellbeing,18-25,urban,0.73,0.747,0.525,-0.0118,0.094,faded,1,0,0.578,0.487,0.682,0.63,0.511,0.378,0.593,0.382,0.458,0.434,0,3
650,public_transport,18-25,suburban,0.639,0.758,0.617,-0.0013,0.087,sustained,0,0,0.108,0.659,0.493,0.563,0.559,0.176,0.51,0.098,0.478,0.544,0,3
651,recycling,41-60,rural,0.603,0.671,0.451,-0.0087,0.1,inconsistent,0,0,0.197,0.505,0.621,0.709,0.197,0.64,0.905,0.351,0.536,0.87,0,3
652,healthy_eating,18-25,urban,0.805,0.881,0.712,-0.0053,0.075,sustained,0,0,0.505,0.82,0.699,0.684,0.833,0.167,0.748,0.771,0.406,0.388,0,0
653,digital_wellbeing,26-40,suburban,0.583,0.618,0.33,-0.0148,0.125,reverted,1,0,0.249,0.344,0.346,0.462,0.643,0.581,0.723,0.093,0.881,0.215,0,1
654,public_transport,18-25,urban,0.707,0.71,0.433,-0.0157,0.12,faded,1,0,0.626,0.267,0.48,0.517,0.838,0.479,0.765,0.471,0.406,0.317,0,2
655,public_transport,41-60,urban,0.626,0.779,0.61,-0.0013,0.105,sustained,0,0,0.044,0.792,0.46,0.754,0.606,0.751,0.909,0.708,0.641,0.859,18,3
656,recycling,41-60,urban,0.833,0.861,0.691,-0.0086,0.074,sustained,0,0,0.67,0.742,0.469,0.821,0.893,0.404,0.808,0.439,0.723,0.465,0,0
657,recycling,18-25,suburban,0.636,0.62,0.419,-0.0128,0.095,reverted,1,0,0.5,0.18,0.178,0.428,0.749,0.692,0.548,0.807,0.625,0.219,0,1
658,fitness,60+,suburban,0.645,0.7,0.544,-0.006,0.071,inconsistent,0,0,0.346,0.568,0.121,0.672,0.447,0.591,0.541,0.247,0.747,0.895,0,3
659,fitness,60+,rural,0.737,0.679,0.501,-0.0133,0.095,faded,1,0,0.749,0.455,0.739,0.149,0.527,0.742,0.541,0.617,0.8,0.589,0,2
660,digital_wellbeing,41-60,suburban,0.579,0.55,0.237,-0.0196,0.143,reverted,1,0,0.471,0.411,0.336,0.101,0.129,0.207,0.58,0.321,0.515,0.478,13,1
661,recycling,41-60,urban,0.629,0.75,0.483,-0.0082,0.121,inconsistent,0,0,0.106,0.327,0.713,0.687,0.572,0.592,0.743,0.157,0.145,0.765,0,3
662,public_transport,26-40,rural,0.776,0.896,0.842,0.0036,0.074,sustained,0,0,0.326,0.569,0.599,0.434,0.825,0.069,0.295,0.433,0.616,0.587,0,0
663,recycling,26-40,rural,0.576,0.56,0.408,-0.0096,0.07,reverted,1,0,0.52,0.437,0.078,0.613,0.224,0.464,0.483,0.517,0.238,0.411,0,1
664,digital_wellbeing,60+,urban,0.793,0.84,0.686,-0.0062,0.067,sustained,0,0,0.54,0.749,0.876,0.683,0.657,0.541,0.259,0.227,0.322,0.359,0,0
665,fitness,41-60,urban,0.818,0.858,0.766,-0.0029,0.047,sustained,0,0,0.58,0.558,0.871,0.746,0.644,0.522,0.515,0.773,0.526,0.612,0,0
666,digital_wellbeing,26-40,urban,0.715,0.688,0.423,-0.017,0.126,faded,1,0,0.574,0.877,0.406,0.468,0.424,0.847,0.48,0.239,0.422,0.649,7,1
667,public_transport,41-60,suburban,0.667,0.755,0.585,-0.0053,0.082,sustained,0,0,0.292,0.469,0.779,0.79,0.664,0.941,0.835,0.882,0.184,0.84,0,3
668,public_transport,41-60,suburban,0.737,0.616,0.417,-0.0179,0.125,reverted,1,1,0.895,0.348,0.3,0.336,0.496,0.719,0.76,0.319,0.783,0.256,0,1
669,digital_wellbeing,26-40,suburban,0.822,0.761,0.613,-0.0119,0.084,sustained,0,0,0.834,0.53,0.458,0.429,0.634,0.665,0.538,0.528,0.725,0.643,0,2
670,recycling,41-60,rural,0.649,0.79,0.64,-0.0009,0.097,sustained,0,0,0.095,0.258,0.864,0.667,0.589,0.518,0.515,0.533,0.858,0.184,0,3
671,public_transport,60+,urban,0.68,0.577,0.271,-0.0232,0.163,reverted,1,1,0.785,0.297,0.207,0.459,0.564,0.675,0.875,0.627,0.737,0.609,0,1
672,recycling,60+,suburban,0.799,0.817,0.675,-0.0073,0.067,sustained,0,0,0.597,0.684,0.945,0.311,0.316,0.718,0.844,0.684,0.774,0.967,21,0
673,digital_wellbeing,26-40,rural,0.682,0.749,0.499,-0.0113,0.108,faded,1,0,0.353,0.519,0.266,0.787,0.34,0.188,0.52,0.522,0.571,0.619,0,3
674,public_transport,41-60,urban,0.822,0.839,0.718,-0.0058,0.055,sustained,0,0,0.63,0.638,0.825,0.614,0.449,0.245,0.517,0.708,0.83,0.815,0,0
675,public_transport,26-40,suburban,0.735,0.727,0.471,-0.0154,0.115,faded,1,0,0.62,0.372,0.689,0.14,0.423,0.454,0.697,0.723,0.595,0.856,0,2
676,public_transport,18-25,suburban,0.675,0.808,0.644,-0.0022,0.098,sustained,0,0,0.12,0.807,0.568,0.836,0.866,0.457,0.731,0.274,0.51,0.549,0,3
677,healthy_eating,26-40,urban,0.614,0.667,0.493,-0.0073,0.079,inconsistent,0,0,0.273,0.29,0.179,0.529,0.736,0.702,0.567,0.367,0.24,0.75,0,3
678,public_transport,26-40,urban,0.828,0.877,0.74,-0.0051,0.063,sustained,0,0,0.562,0.593,0.762,0.727,0.621,0.318,0.57,0.616,0.82,0.213,0,0
679,digital_wellbeing,41-60,urban,0.747,0.767,0.517,-0.0132,0.108,faded,1,0,0.539,0.513,0.836,0.899,0.277,0.616,0.546,0.564,0.466,0.674,0,2
680,digital_wellbeing,26-40,suburban,0.802,0.849,0.662,-0.0077,0.077,sustained,0,0,0.561,0.801,0.661,0.308,0.667,0.225,0.605,0.689,0.514,0.457,18,0
681,recycling,41-60,urban,0.73,0.709,0.459,-0.0154,0.114,faded,1,0,0.612,0.848,0.848,0.352,0.192,0.833,0.543,0.262,0.458,0.838,0,2
682,healthy_eating,41-60,suburban,0.699,0.718,0.461,-0.0138,0.109,faded,1,0,0.573,0.558,0.539,0.444,0.662,0.63,0.823,0.292,0.315,0.537,0,2
683,digital_wellbeing,26-40,urban,0.772,0.872,0.645,-0.0078,0.101,sustained,0,0,0.379,0.671,0.844,0.752,0.343,0.186,0.515,0.53,0.564,0.752,17,0
684,public_transport,41-60,urban,0.922,0.899,0.696,-0.0129,0.094,sustained,0,0,0.869,0.804,0.596,0.316,0.842,0.317,0.468,0.598,0.892,0.458,0,0
685,recycling,18-25,urban,0.711,0.603,0.39,-0.0179,0.126,reverted,1,1,0.95,0.514,0.263,0.613,0.672,0.5,0.809,0.266,0.423,0.267,0,1
686,public_transport,26-40,urban,0.847,0.799,0.585,-0.0148,0.106,sustained,0,0,0.813,0.413,0.637,0.267,0.767,0.526,0.433,0.474,0.945,0.423,0,2
687,healthy_eating,26-40,suburban,0.799,0.77,0.635,-0.0097,0.07,sustained,0,0,0.794,0.842,0.262,0.245,0.509,0.659,0.402,0.584,0.52,0.32,0,0
688,public_transport,60+,urban,0.687,0.695,0.535,-0.0085,0.072,inconsistent,0,0,0.534,0.738,0.173,0.702,0.502,0.242,0.556,0.256,0.37,0.143,0,3
689,recycling,41-60,urban,0.739,0.774,0.633,-0.006,0.063,sustained,0,0,0.525,0.612,0.866,0.214,0.566,0.434,0.529,0.274,0.303,0.858,20,0
690,healthy_eating,41-60,urban,0.778,0.751,0.577,-0.0118,0.09,sustained,0,0,0.628,0.686,0.258,0.882,0.44,0.408,0.724,0.512,0.882,0.793,11,2
691,healthy_eating,41-60,urban,0.74,0.685,0.441,-0.0169,0.123,faded,1,0,0.6,0.42,0.698,0.273,0.513,0.7,0.458,0.49,0.848,0.494,0,2
692,recycling,26-40,suburban,0.555,0.59,0.33,-0.0127,0.113,reverted,1,0,0.285,0.616,0.436,0.148,0.226,0.854,0.35,0.293,0.259,0.739,0,1
693,public_transport,26-40,urban,0.731,0.74,0.592,-0.0082,0.068,sustained,0,0,0.556,0.345,0.722,0.886,0.375,0.622,0.791,0.271,0.369,0.822,0,3
694,recycling,26-40,urban,0.74,0.764,0.497,-0.0142,0.115,faded,1,0,0.519,0.696,0.522,0.115,0.711,0.424,0.669,0.471,0.696,0.546,8,2
695,recycling,26-40,suburban,0.732,0.756,0.615,-0.0072,0.066,sustained,0,0,0.517,0.833,0.312,0.508,0.56,0.222,0.897,0.366,0.904,0.142,0,3
696,recycling,26-40,urban,0.71,0.698,0.499,-0.0118,0.095,faded,1,0,0.459,0.317,0.505,0.446,0.407,0.367,0.935,0.274,0.821,0.547,0,3
697,recycling,26-40,suburban,0.825,0.852,0.675,-0.008,0.073,sustained,0,0,0.689,0.504,0.588,0.884,0.861,0.298,0.547,0.583,0.227,0.3,0,0
698,fitness,18-25,urban,0.642,0.716,0.442,-0.0113,0.118,faded,1,0,0.254,0.57,0.205,0.195,0.873,0.871,0.509,0.789,0.287,0.766,0,1
699,recycling,26-40,urban,0.812,0.777,0.619,-0.0109,0.078,sustained,0,0,0.779,0.857,0.219,0.806,0.559,0.698,0.432,0.208,0.882,0.238,0,0
700,healthy_eating,26-40,suburban,0.833,0.808,0.56,-0.0151,0.113,faded,1,0,0.774,0.744,0.43,0.609,0.518,0.269,0.759,0.266,0.634,0.869,0,2
701,digital_wellbeing,26-40,urban,0.694,0.713,0.425,-0.0152,0.124,faded,1,0,0.431,0.488,0.321,0.713,0.562,0.486,0.736,0.531,0.496,0.794,17,1
702,fitness,18-25,urban,0.765,0.794,0.664,-0.0058,0.056,sustained,0,0,0.554,0.937,0.63,0.334,0.557,0.547,0.949,0.544,0.71,0.905,0,0
703,fitness,26-40,rural,0.783,0.831,0.664,-0.0067,0.074,sustained,0,0,0.51,0.752,0.449,0.439,0.792,0.38,0.653,0.458,0.257,0.578,0,0
704,fitness,26-40,urban,0.777,0.789,0.61,-0.0094,0.081,sustained,0,0,0.579,0.789,0.613,0.526,0.63,0.666,0.76,0.879,0.711,0.562,0,0
705,fitness,26-40,urban,0.679,0.682,0.491,-0.0112,0.085,faded,1,0,0.578,0.255,0.638,0.265,0.768,0.541,0.888,0.359,0.44,0.64,0,3
706,public_transport,60+,urban,0.718,0.746,0.518,-0.0113,0.101,faded,1,0,0.442,0.664,0.638,0.304,0.337,0.356,0.829,0.919,0.466,0.82,7,3
707,digital_wellbeing,18-25,suburban,0.734,0.759,0.473,-0.015,0.127,faded,1,0,0.429,0.636,0.739,0.621,0.469,0.55,0.54,0.696,0.908,0.312,0,2
708,recycling,26-40,suburban,0.704,0.741,0.612,-0.0055,0.056,sustained,0,0,0.492,0.468,0.64,0.593,0.356,0.276,0.544,0.459,0.286,0.892,0,3
709,healthy_eating,41-60,suburban,0.896,0.842,0.712,-0.0104,0.073,sustained,0,0,0.924,0.651,0.466,0.685,0.468,0.431,0.261,0.477,0.81,0.451,0,0
710,fitness,18-25,urban,0.824,0.828,0.509,-0.0181,0.139,faded,1,0,0.639,0.555,0.267,0.44,0.692,0.212,0.622,0.76,0.957,0.586,13,2
711,fitness,26-40,urban,0.808,0.709,0.447,-0.0199,0.139,faded,1,1,0.975,0.975,0.416,0.435,0.179,0.697,0.57,0.912,0.466,0.615,0,2
712,recycling,41-60,rural,0.751,0.728,0.367,-0.0218,0.164,reverted,1,0,0.551,0.774,0.836,0.433,0.379,0.875,0.446,0.437,0.905,0.261,13,2
713,fitness,41-60,urban,0.732,0.857,0.739,0.0002,0.082,sustained,0,0,0.24,0.873,0.428,0.468,0.843,0.76,0.438,0.481,0.65,0.485,0,0
714,healthy_eating,18-25,urban,0.88,0.916,0.812,-0.0041,0.045,sustained,0,0,0.702,0.934,0.648,0.565,0.636,0.023,0.847,0.727,0.978,0.868,0,0
715,recycling,26-40,urban,0.596,0.495,0.344,-0.014,0.099,reverted,1,1,0.695,0.749,0.068,0.843,0.502,0.74,0.879,0.374,0.41,0.075,0,1
716,public_transport,18-25,suburban,0.832,0.821,0.686,-0.0086,0.065,sustained,0,0,0.749,0.836,0.774,0.565,0.473,0.521,0.569,0.379,0.592,0.972,0,0
717,public_transport,41-60,urban,0.727,0.841,0.686,-0.0024,0.084,sustained,0,0,0.301,0.503,0.456,0.832,0.845,0.068,0.834,0.518,0.588,0.87,0,0
718,fitness,26-40,suburban,0.906,0.893,0.766,-0.0078,0.059,sustained,0,0,0.841,0.916,0.567,0.678,0.927,0.413,0.385,0.49,0.792,0.713,0,0
719,fitness,18-25,suburban,0.79,0.811,0.598,-0.0112,0.097,sustained,0,0,0.574,0.704,0.814,0.66,0.62,0.28,0.893,0.76,0.752,0.504,0,2
720,healthy_eating,18-25,suburban,0.66,0.802,0.56,-0.0066,0.12,sustained,0,0,0.098,0.61,0.505,0.682,0.856,0.481,0.62,0.511,0.308,0.194,10,3
721,recycling,26-40,suburban,0.68,0.697,0.534,-0.0084,0.071,inconsistent,0,0,0.534,0.412,0.784,0.182,0.382,0.447,0.608,0.699,0.39,0.663,0,3
722,fitness,26-40,urban,0.722,0.621,0.357,-0.0206,0.143,reverted,1,1,0.828,0.272,0.839,0.205,0.414,0.497,0.605,0.406,0.242,0.435,0,1
723,fitness,18-25,suburban,0.752,0.871,0.794,0.0021,0.071,sustained,0,0,0.334,0.785,0.279,0.672,0.756,0.093,0.484,0.663,0.336,0.741,0,0
724,fitness,26-40,urban,0.755,0.738,0.484,-0.0157,0.118,faded,1,0,0.574,0.702,0.346,0.677,0.879,0.171,0.708,0.347,0.238,0.293,11,2
725,healthy_eating,18-25,urban,0.671,0.698,0.477,-0.011,0.099,faded,1,0,0.374,0.71,0.798,0.711,0.407,0.683,0.782,0.346,0.568,0.385,0,3
726,public_transport,18-25,suburban,0.881,0.845,0.768,-0.0066,0.047,sustained,0,0,0.881,0.572,0.4,0.964,0.908,0.317,0.748,0.231,0.784,0.662,0,0
727,healthy_eating,41-60,urban,0.848,0.904,0.703,-0.0085,0.085,sustained,0,0,0.592,0.915,0.463,0.501,0.889,0.268,0.63,0.366,0.954,0.436,0,0
728,recycling,41-60,urban,0.901,0.926,0.746,-0.0084,0.075,sustained,0,0,0.744,0.699,0.525,0.888,0.86,0.27,0.385,0.567,0.825,0.867,0,0
729,recycling,26-40,urban,0.649,0.694,0.44,-0.0119,0.111,faded,1,0,0.356,0.253,0.525,0.34,0.695,0.634,0.658,0.238,0.601,0.528,0,1
730,fitness,60+,suburban,0.719,0.782,0.545,-0.0101,0.099,inconsistent,0,0,0.403,0.943,0.343,0.678,0.623,0.575,0.436,0.168,0.353,0.617,11,3
731,healthy_eating,26-40,suburban,0.445,0.523,0.33,-0.0072,0.085,inconsistent,0,0,0.095,0.274,0.493,0.502,0.174,0.788,0.556,0.258,0.389,0.694,0,1
732,digital_wellbeing,41-60,urban,0.724,0.697,0.476,-0.014,0.104,faded,1,0,0.613,0.691,0.624,0.242,0.584,0.244,0.82,0.266,0.77,0.285,0,2
733,fitness,26-40,suburban,0.812,0.852,0.67,-0.0085,0.08,sustained,0,0,0.583,0.144,0.725,0.87,0.713,0.231,0.875,0.447,0.968,0.509,0,0
734,recycling,41-60,urban,0.696,0.701,0.499,-0.0113,0.095,faded,1,0,0.457,0.435,0.607,0.961,0.544,0.768,0.415,0.274,0.881,0.589,0,3
735,public_transport,26-40,suburban,0.658,0.681,0.523,-0.0083,0.078,inconsistent,0,0,0.409,0.201,0.155,0.597,0.733,0.584,0.837,0.692,0.605,0.598,0,3
736,fitness,26-40,urban,0.834,0.794,0.591,-0.014,0.101,sustained,0,0,0.746,0.585,0.562,0.46,0.71,0.376,0.716,0.686,0.719,0.706,0,2
737,fitness,18-25,urban,0.787,0.882,0.804,0.0006,0.065,sustained,0,0,0.38,0.775,0.733,0.914,0.616,0.374,0.577,0.393,0.922,0.719,0,0
738,digital_wellbeing,60+,rural,0.769,0.791,0.571,-0.0116,0.096,sustained,0,0,0.572,0.749,0.221,0.403,0.678,0.581,0.213,0.675,0.477,0.346,0,2
739,healthy_eating,60+,suburban,0.75,0.712,0.578,-0.0098,0.07,sustained,0,0,0.729,0.718,0.175,0.61,0.498,0.821,0.669,0.33,0.484,0.774,0,3
740,public_transport,18-25,rural,0.706,0.734,0.485,-0.0126,0.105,faded,1,0,0.476,0.761,0.378,0.341,0.718,0.781,0.609,0.355,0.524,0.549,0,2
741,public_transport,60+,rural,0.844,0.872,0.697,-0.0086,0.075,sustained,0,0,0.655,0.515,0.738,0.502,0.957,0.411,0.667,0.448,0.649,0.699,0,0
742,healthy_eating,26-40,urban,0.692,0.847,0.738,0.0021,0.095,sustained,0,0,0.146,0.288,0.805,0.9,0.803,0.414,0.882,0.528,0.399,0.735,0,0
743,digital_wellbeing,18-25,urban,0.603,0.735,0.557,-0.0029,0.1,sustained,0,0,0.067,0.255,0.494,0.482,0.714,0.336,0.839,0.709,0.571,0.276,0,3
744,healthy_eating,18-25,urban,0.792,0.855,0.628,-0.0098,0.101,sustained,0,0,0.441,0.904,0.412,0.839,0.293,0.082,0.35,0.445,0.762,0.778,0,0
745,recycling,26-40,suburban,0.691,0.586,0.296,-0.0225,0.157,reverted,1,1,0.754,0.264,0.397,0.197,0.518,0.698,0.439,0.315,0.794,0.626,19,1
746,recycling,60+,suburban,0.789,0.767,0.487,-0.0176,0.131,faded,1,0,0.642,0.727,0.167,0.414,0.322,0.346,0.482,0.335,0.967,0.903,0,2
747,recycling,18-25,urban,0.529,0.506,0.294,-0.0134,0.1,faded,1,0,0.401,0.351,0.457,0.352,0.278,0.836,0.669,0.602,0.185,0.78,0,1
748,recycling,41-60,urban,0.767,0.838,0.766,-0.0004,0.051,sustained,0,0,0.468,0.914,0.298,0.623,0.893,0.651,0.8,0.247,0.572,0.445,0,0
749,healthy_eating,26-40,urban,0.791,0.757,0.5,-0.017,0.122,faded,1,0,0.779,0.47,0.129,0.411,0.719,0.544,0.534,0.593,0.294,0.392,0,2
750,digital_wellbeing,60+,urban,0.577,0.677,0.499,-0.0048,0.086,inconsistent,0,0,0.157,0.232,0.793,0.954,0.458,0.501,0.75,0.563,0.449,0.373,0,3
751,fitness,41-60,suburban,0.685,0.689,0.387,-0.0173,0.137,reverted,1,0,0.507,0.176,0.132,0.582,0.94,0.371,0.766,0.128,0.341,0.58,8,1
752,fitness,18-25,suburban,0.613,0.603,0.344,-0.0154,0.122,reverted,1,0,0.346,0.475,0.302,0.219,0.558,0.706,0.887,0.6,0.79,0.76,12,1
753,fitness,26-40,urban,0.885,0.827,0.542,-0.0194,0.138,faded,1,0,0.966,0.833,0.435,0.861,0.726,0.434,0.848,0.512,0.279,0.503,20,2
754,digital_wellbeing,41-60,urban,0.788,0.778,0.468,-0.0184,0.138,faded,1,0,0.65,0.601,0.827,0.625,0.169,0.58,0.553,0.825,0.655,0.674,13,2
755,fitness,26-40,suburban,0.691,0.737,0.505,-0.0112,0.099,faded,1,0,0.458,0.492,0.568,0.328,0.69,0.291,0.834,0.513,0.3,0.033,15,3
756,fitness,26-40,urban,0.693,0.76,0.402,-0.0168,0.145,reverted,1,0,0.378,0.54,0.368,0.772,0.739,0.729,0.582,0.513,0.402,0.772,15,2
757,fitness,18-25,urban,0.831,0.835,0.72,-0.0059,0.049,sustained,0,0,0.769,0.589,0.77,0.491,0.701,0.581,0.69,0.605,0.269,0.924,0,0
758,public_transport,18-25,rural,0.628,0.71,0.486,-0.0084,0.097,inconsistent,0,0,0.264,0.521,0.459,0.083,0.411,0.286,0.537,0.356,0.447,0.815,0,3
759,healthy_eating,26-40,rural,0.746,0.83,0.695,-0.0031,0.071,sustained,0,0,0.374,0.16,0.496,0.686,0.498,0.288,0.682,0.91,0.317,0.833,0,0
760,fitness,18-25,urban,0.765,0.832,0.609,-0.0089,0.1,sustained,0,0,0.38,0.636,0.313,0.298,0.559,0.061,0.497,0.77,0.71,0.749,10,0
761,public_transport,18-25,urban,0.778,0.845,0.7,-0.0046,0.064,sustained,0,0,0.514,0.745,0.915,0.063,0.882,0.288,0.28,0.127,0.202,0.06,0,0
762,digital_wellbeing,26-40,urban,0.601,0.673,0.364,-0.0135,0.132,reverted,1,0,0.211,0.438,0.675,0.273,0.136,0.697,0.709,0.856,0.521,0.81,0,1
763,healthy_eating,26-40,urban,0.762,0.673,0.327,-0.025,0.177,reverted,1,1,0.759,0.793,0.222,0.761,0.575,0.776,0.835,0.148,0.776,0.445,0,1
764,digital_wellbeing,18-25,rural,0.756,0.853,0.687,-0.0043,0.081,sustained,0,0,0.381,0.796,0.427,0.232,0.944,0.307,0.759,0.87,0.169,0.569,0,0
765,recycling,41-60,suburban,0.757,0.776,0.652,-0.006,0.054,sustained,0,0,0.602,0.442,0.791,0.458,0.532,0.748,0.614,0.5,0.61,0.786,0,0
766,public_transport,60+,urban,0.584,0.671,0.402,-0.0111,0.122,reverted,1,0,0.104,0.527,0.257,0.783,0.177,0.634,0.221,0.489,0.871,0.346,0,1
767,digital_wellbeing,26-40,urban,0.81,0.764,0.5,-0.0181,0.13,faded,1,0,0.736,0.542,0.75,0.347,0.512,0.211,0.843,0.296,0.546,0.358,0,2
768,fitness,26-40,suburban,0.672,0.73,0.55,-0.0069,0.077,sustained,0,0,0.409,0.615,0.359,0.874,0.416,0.792,0.591,0.712,0.172,0.634,17,3
769,public_transport,60+,rural,0.835,0.862,0.733,-0.0062,0.056,sustained,0,0,0.7,0.921,0.411,0.753,0.608,0.203,0.363,0.369,0.425,0.758,0,0
770,public_transport,26-40,suburban,0.889,0.91,0.824,-0.0038,0.04,sustained,0,0,0.73,0.488,0.969,0.862,0.641,0.449,0.576,0.531,0.85,0.909,0,0
771,fitness,18-25,suburban,0.706,0.757,0.604,-0.0056,0.073,sustained,0,0,0.384,0.299,0.313,0.911,0.827,0.153,0.907,0.506,0.462,0.044,0,3
772,public_transport,18-25,urban,0.654,0.722,0.545,-0.0067,0.083,inconsistent,0,0,0.307,0.946,0.493,0.319,0.483,0.51,0.849,0.16,0.288,0.567,12,3
773,recycling,26-40,urban,0.853,0.874,0.768,-0.0049,0.048,sustained,0,0,0.71,0.741,0.927,0.57,0.807,0.655,0.316,0.397,0.598,0.659,0,0
774,digital_wellbeing,18-25,suburban,0.683,0.697,0.554,-0.0075,0.07,sustained,0,0,0.432,0.123,0.567,0.755,0.582,0.769,0.696,0.701,0.474,0.893,0,3
775,recycling,26-40,urban,0.673,0.714,0.502,-0.0094,0.09,inconsistent,0,0,0.383,0.484,0.88,0.626,0.35,0.494,0.445,0.18,0.26,0.705,0,3
776,public_transport,18-25,urban,0.843,0.788,0.572,-0.0153,0.108,faded,1,0,0.836,0.686,0.155,0.522,0.683,0.431,0.406,0.326,0.789,0.744,0,2
